Internship_ID,Company_Name,Sector,Smart_City_Assigned,Fallback_City,Domain,Required_Skills,Required_Language,Location,Capacity,Reserved_Seats,Rural_Urban_Distribution,Duration,Stipend,Mode,Type,Minimum_Qualification,Min_CGPA,Eligibility_Stream,Application_Deadline
I1496,State Bank of India,Finance,Hyderabad,Warangal,Mobility,C++,English,Hyderabad,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",3 months,15000,Online,Government,PhD,7.9,"Engineering, Science",2025-11-26
I1497,Tata Consultancy Services,IT,Guwahati,Kolkata,Mobility,"Public Policy, SQL, Marketing, Cloud",Hindi,Guwahati,48,"{'GEN': 24, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 33, 'Rural': 15}",3 months,8000,Hybrid,Corporate,PG,6.8,"Management, Commerce",2025-10-11
I1498,Google India,IT,Kolkata,Durgapur,Healthcare,"Data Science, App Dev",English,Kolkata,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",4 months,15000,Online,Research,UG,6.0,"Engineering, Science",2025-10-22
I1499,HAL,Manufacturing,Jaipur,Delhi,Water Supply,"Marketing, Web Dev, SQL, ML",English,Jaipur,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",6 months,0,Offline,Corporate,PG,7.8,"Science, Engineering",2025-09-29
I1500,Swiggy,Smart Mobility,Mumbai,Pune,Mobility,"Java, App Dev",English,Mumbai,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",3 months,5000,Offline,NGO,UG,6.2,"Management, Commerce",2025-11-12
I1501,PhonePe,Finance,Lucknow,Kanpur,Energy,"Marketing, Cloud, C++",English,Lucknow,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",4 months,15000,Hybrid,Government,PG,8.4,"Engineering, Science",2025-10-06
I1502,Mahindra & Mahindra,Manufacturing,Lucknow,Kanpur,Waste Management,Python,English,Lucknow,31,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 21, 'Rural': 10}",6 months,10000,Online,Research,PG,8.0,"Science, Engineering",2025-10-20
I1503,Paytm,Finance,Delhi,Gurugram,Governance,"Data Science, Marketing",English,Delhi,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",6 months,0,Online,Research,UG,6.8,"Management, Commerce",2025-09-19
I1504,Tata Consultancy Services,IT,Chennai,Coimbatore,Healthcare,Marketing,English,Chennai,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",3 months,5000,Online,Research,PhD,6.5,"Management, Commerce",2025-10-30
I1505,Wipro,IT,Mumbai,Pune,Water Supply,"Finance, Blockchain",English,Mumbai,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",4 months,15000,Online,Government,PhD,6.5,"Science, Engineering",2025-10-10
I1506,Tata Motors,Manufacturing,Hyderabad,Warangal,Governance,"Public Policy, App Dev, Data Science, IoT",English,Hyderabad,38,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 26, 'Rural': 12}",3 months,0,Offline,Research,PG,7.2,"Engineering, Science",2025-11-08
I1507,IBM India,IT,Gurugram,Mumbai,Water Supply,"IoT, Cybersecurity",Regional,Gurugram,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",4 months,15000,Offline,Corporate,PG,7.9,"Commerce, Management",2025-11-15
I1508,Tata Motors,Manufacturing,Surat,Vadodara,Healthcare,Public Policy,English,Surat,53,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 37, 'Rural': 16}",6 months,8000,Hybrid,Government,PhD,7.9,"Engineering, Science",2025-12-04
I1509,PhonePe,Finance,Lucknow,Kanpur,Mobility,"SQL, Public Policy, Java, Marketing",English,Lucknow,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",6 months,10000,Hybrid,Research,PhD,6.9,"Arts, Management",2025-11-20
I1510,Tech Mahindra,IT,Ahmedabad,Surat,Waste Management,Public Policy,English,Ahmedabad,20,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 1}","{'Urban': 14, 'Rural': 6}",3 months,5000,Online,Government,PG,7.7,"Arts, Management",2025-11-15
I1511,Flipkart,E-Governance,Indore,Bhopal,E-Governance,"ML, SQL, Blockchain, App Dev",English,Indore,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",2 months,10000,Hybrid,Research,PG,8.3,"Science, Engineering",2025-11-09
I1512,ICICI Bank,Finance,Nagpur,Delhi,Governance,"C++, Finance, Java",Regional,Nagpur,20,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 1}","{'Urban': 14, 'Rural': 6}",2 months,5000,Online,Research,PhD,6.3,"Arts, Management",2025-11-28
I1513,Tata Motors,Manufacturing,Jaipur,Delhi,Mobility,"AI, Cloud, App Dev, C++",Regional,Jaipur,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",3 months,10000,Offline,NGO,PhD,6.4,"Science, Engineering",2025-11-19
I1514,State Bank of India,Finance,Gurugram,Pune,Waste Management,"Public Policy, Cloud, App Dev",English,Gurugram,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",6 months,10000,Online,NGO,UG,8.3,"Commerce, Management",2025-10-16
I1515,Tata Motors,Manufacturing,Mumbai,Pune,Energy,"AI, C++, Cloud",Regional,Mumbai,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",3 months,0,Offline,Corporate,UG,8.3,"Management, Commerce",2025-09-27
I1516,Apollo Hospitals,Healthcare,Nagpur,Mumbai,Healthcare,ML,Hindi,Nagpur,39,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 27, 'Rural': 12}",4 months,5000,Hybrid,Corporate,PhD,7.7,"Engineering, Science",2025-10-07
I1517,Tata Motors,Manufacturing,Guwahati,Kolkata,Governance,"AI, C++, Data Science, Java",Hindi,Guwahati,55,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 38, 'Rural': 17}",6 months,10000,Online,Research,PhD,7.5,"Arts, Management",2025-09-27
I1518,Amazon India,IT,Pune,Mumbai,Energy,"Blockchain, Cloud, AI",Hindi,Pune,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",4 months,15000,Hybrid,Research,PhD,6.8,"Engineering, Science",2025-11-21
I1519,Mahindra & Mahindra,Manufacturing,Gurugram,Hyderabad,Mobility,"IoT, Cloud, Java, Blockchain",English,Gurugram,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",3 months,0,Online,NGO,PhD,6.7,"Arts, Management",2025-10-03
I1520,Flipkart,E-Governance,Bhopal,Indore,E-Governance,"Finance, AI, C++",English,Bhopal,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",6 months,8000,Online,NGO,PG,7.1,"Science, Engineering",2025-11-05
I1521,HDFC Bank,Finance,Noida,Delhi,Waste Management,"Data Science, Web Dev, Cybersecurity",Hindi,Noida,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",3 months,15000,Offline,NGO,PG,7.1,"Science, Engineering",2025-12-05
I1522,State Bank of India,Finance,Bangalore,Mysuru,Mobility,"Java, Data Science",Hindi,Bangalore,40,"{'GEN': 20, 'OBC': 10, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 12}",2 months,5000,Hybrid,Government,PhD,6.3,"Science, Engineering",2025-09-25
I1523,HCLTech,IT,Guwahati,Kolkata,Mobility,Cloud,English,Guwahati,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",2 months,5000,Hybrid,NGO,UG,8.3,"Management, Commerce",2025-11-17
I1524,Infosys,IT,Jaipur,Delhi,Water Supply,ML,English,Jaipur,40,"{'GEN': 20, 'OBC': 10, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 12}",4 months,10000,Hybrid,Government,PhD,6.8,"Management, Commerce",2025-10-21
I1525,Swiggy,Smart Mobility,Pune,Mumbai,Mobility,"App Dev, Marketing, Java, Finance",Regional,Pune,56,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 39, 'Rural': 17}",6 months,15000,Offline,Research,PG,6.1,"Management, Commerce",2025-11-06
I1526,Fortis Healthcare,Healthcare,Ahmedabad,Surat,Healthcare,"Python, Java",Hindi,Ahmedabad,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",4 months,5000,Hybrid,Government,UG,8.4,"Management, Commerce",2025-12-06
I1527,Microsoft India,IT,Patna,Gaya,Water Supply,"Cybersecurity, Cloud, C++",Regional,Patna,34,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 1}","{'Urban': 23, 'Rural': 11}",2 months,10000,Online,Government,UG,6.7,"Commerce, Management",2025-10-11
I1528,State Bank of India,Finance,Ahmedabad,Surat,Mobility,"SQL, Web Dev, AI",Regional,Ahmedabad,55,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 38, 'Rural': 17}",3 months,8000,Offline,Research,UG,6.2,"Management, Commerce",2025-11-13
I1529,HDFC Bank,Finance,Indore,Bhopal,Healthcare,Data Science,Regional,Indore,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",3 months,8000,Hybrid,Corporate,UG,6.5,"Engineering, Science",2025-11-12
I1530,Amazon India,IT,Bhopal,Indore,Healthcare,"C++, Marketing",Regional,Bhopal,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",2 months,8000,Online,Government,PG,6.8,"Commerce, Management",2025-12-06
I1531,State Bank of India,Finance,Indore,Bhopal,Governance,"Cloud, SQL, Web Dev",Hindi,Indore,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",2 months,15000,Hybrid,NGO,UG,6.8,"Engineering, Science",2025-09-20
I1532,HCLTech,IT,Noida,Delhi,Healthcare,"C++, AI, Public Policy",Regional,Noida,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",2 months,8000,Online,Corporate,PG,7.3,"Science, Engineering",2025-09-23
I1533,Swiggy,Smart Mobility,Noida,Delhi,Mobility,"IoT, Cloud",English,Noida,57,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 39, 'Rural': 18}",4 months,10000,Hybrid,NGO,UG,7.0,"Arts, Management",2025-09-30
I1534,Mahindra & Mahindra,Manufacturing,Gurugram,Delhi,Energy,"Python, Java, Web Dev, Data Science",Hindi,Gurugram,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",3 months,0,Online,NGO,UG,6.8,"Engineering, Science",2025-12-03
I1535,Adobe India,IT,Pune,Mumbai,Governance,"Cybersecurity, Cloud, Data Science",Hindi,Pune,53,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 37, 'Rural': 16}",2 months,15000,Online,NGO,PhD,7.2,"Arts, Management",2025-09-23
I1536,NTPC,Energy,Kolkata,Durgapur,Energy,"Public Policy, Java",Regional,Kolkata,31,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 21, 'Rural': 10}",3 months,5000,Online,NGO,UG,8.3,"Commerce, Management",2025-10-05
I1537,Infosys,IT,Delhi,Gurugram,Waste Management,"Data Science, Marketing, Cloud, C++",Regional,Delhi,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",4 months,10000,Online,Government,PhD,8.3,"Management, Commerce",2025-10-19
I1538,State Bank of India,Finance,Bangalore,Mysuru,Healthcare,"C++, Web Dev, Java, Finance",Hindi,Bangalore,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",2 months,5000,Offline,Corporate,PG,8.3,"Commerce, Management",2025-10-04
I1539,HAL,Manufacturing,Noida,Delhi,Water Supply,"Public Policy, Marketing",English,Noida,46,"{'GEN': 23, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 14}",3 months,8000,Online,Research,PhD,6.6,"Management, Commerce",2025-10-24
I1540,Microsoft India,IT,Indore,Bhopal,Waste Management,"Data Science, AI, Web Dev",English,Indore,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",4 months,15000,Hybrid,Corporate,PhD,7.7,"Arts, Management",2025-10-09
I1541,Fortis Healthcare,Healthcare,Lucknow,Kanpur,Healthcare,"Data Science, Python, Finance",Hindi,Lucknow,20,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 1}","{'Urban': 14, 'Rural': 6}",3 months,0,Offline,Corporate,PG,7.7,"Commerce, Management",2025-12-03
I1542,Google India,IT,Kolkata,Durgapur,Energy,"App Dev, AI",English,Kolkata,24,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 8}",6 months,0,Online,Research,PG,6.6,"Management, Commerce",2025-11-18
I1543,DRDO,Research,Bhopal,Indore,Water Supply,"Marketing, Blockchain",English,Bhopal,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",3 months,15000,Offline,NGO,PG,8.1,"Science, Engineering",2025-09-19
I1544,BHEL,Manufacturing,Patna,Gaya,Governance,"App Dev, Java",Regional,Patna,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",2 months,8000,Offline,Government,PhD,7.0,"Commerce, Management",2025-10-10
I1545,Swiggy,Smart Mobility,Chandigarh,Delhi,Mobility,"C++, IoT, AI, Public Policy",English,Chandigarh,47,"{'GEN': 23, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 15}",4 months,10000,Offline,NGO,PhD,6.6,"Engineering, Science",2025-10-12
I1546,Swiggy,Smart Mobility,Gurugram,Pune,Mobility,"Web Dev, App Dev, C++, Marketing",English,Gurugram,51,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 35, 'Rural': 16}",6 months,10000,Online,Research,PG,6.7,"Science, Engineering",2025-09-18
I1547,Swiggy,Smart Mobility,Guwahati,Kolkata,Mobility,"IoT, App Dev, Java, AI",Hindi,Guwahati,24,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 8}",2 months,10000,Hybrid,Research,UG,6.4,"Arts, Management",2025-11-17
I1548,HCLTech,IT,Delhi,Gurugram,Mobility,"Blockchain, Public Policy, App Dev",Regional,Delhi,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",2 months,5000,Hybrid,NGO,PG,8.5,"Commerce, Management",2025-11-27
I1549,Ola,Smart Mobility,Bhopal,Indore,Mobility,Java,Regional,Bhopal,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",4 months,15000,Online,Corporate,PG,7.4,"Engineering, Science",2025-09-28
I1550,ISRO,Research,Bhopal,Indore,Mobility,Data Science,Regional,Bhopal,47,"{'GEN': 23, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 15}",3 months,0,Online,Corporate,PhD,6.8,"Arts, Management",2025-10-31
I1551,Amazon India,IT,Bangalore,Mysuru,Water Supply,Cybersecurity,English,Bangalore,38,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 26, 'Rural': 12}",2 months,8000,Online,Government,UG,7.8,"Commerce, Management",2025-11-30
I1552,Infosys,IT,Lucknow,Kanpur,Energy,"C++, App Dev, Blockchain",English,Lucknow,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",4 months,0,Online,NGO,PG,6.9,"Commerce, Management",2025-11-13
I1553,ONGC,Energy,Gurugram,Mumbai,Energy,"AI, App Dev, Data Science",Regional,Gurugram,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",3 months,10000,Hybrid,NGO,PG,7.9,"Arts, Management",2025-12-02
I1554,IBM India,IT,Jaipur,Delhi,Mobility,"Blockchain, C++",Hindi,Jaipur,51,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 35, 'Rural': 16}",6 months,10000,Online,Research,UG,7.5,"Arts, Management",2025-10-25
I1555,Tech Mahindra,IT,Hyderabad,Warangal,Energy,"Java, AI, Web Dev",English,Hyderabad,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",2 months,10000,Online,Research,PG,7.6,"Engineering, Science",2025-11-15
I1556,ICICI Bank,Finance,Jaipur,Delhi,Governance,SQL,Regional,Jaipur,39,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 27, 'Rural': 12}",6 months,10000,Hybrid,Government,UG,6.8,"Management, Commerce",2025-10-01
I1557,Tech Mahindra,IT,Hyderabad,Warangal,Governance,"ML, App Dev, SQL",English,Hyderabad,52,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 36, 'Rural': 16}",3 months,15000,Hybrid,Research,PG,6.4,"Science, Engineering",2025-10-08
I1558,BHEL,Manufacturing,Hyderabad,Warangal,Governance,"C++, Marketing, SQL",Hindi,Hyderabad,51,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 35, 'Rural': 16}",2 months,10000,Online,Government,PG,6.2,"Commerce, Management",2025-10-26
I1559,Flipkart,E-Governance,Chandigarh,Delhi,E-Governance,"ML, Cybersecurity, Finance, AI",Regional,Chandigarh,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",3 months,8000,Hybrid,Research,PG,6.9,"Commerce, Management",2025-10-20
I1560,ISRO,Research,Jaipur,Delhi,Governance,"Python, Java, App Dev, C++",Regional,Jaipur,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",4 months,0,Offline,Corporate,PG,7.4,"Commerce, Management",2025-11-27
I1561,OYO,E-Governance,Surat,Vadodara,E-Governance,"App Dev, AI",Regional,Surat,38,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 26, 'Rural': 12}",6 months,8000,Offline,Research,PG,6.3,"Engineering, Science",2025-11-03
I1562,Microsoft India,IT,Pune,Mumbai,Governance,"SQL, Marketing, Cybersecurity, App Dev",Regional,Pune,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",2 months,0,Offline,Research,PG,6.6,"Science, Engineering",2025-10-17
I1563,Zomato,Smart Mobility,Jaipur,Delhi,Mobility,"Cybersecurity, Finance",Regional,Jaipur,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",2 months,10000,Online,Corporate,PG,8.0,"Engineering, Science",2025-12-03
I1564,PhonePe,Finance,Gurugram,Bangalore,Waste Management,"SQL, Java, Public Policy",English,Gurugram,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",3 months,0,Hybrid,Corporate,UG,7.2,"Engineering, Science",2025-11-13
I1565,Tata Motors,Manufacturing,Noida,Delhi,Healthcare,Finance,Hindi,Noida,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",3 months,15000,Hybrid,NGO,UG,7.1,"Arts, Management",2025-09-23
I1566,BYJU'S,Education,Delhi,Gurugram,Education,"Public Policy, AI",English,Delhi,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",2 months,8000,Hybrid,NGO,UG,6.8,"Arts, Management",2025-09-26
I1567,AIIMS,Healthcare,Pune,Mumbai,Healthcare,"Web Dev, SQL, Data Science, ML",Regional,Pune,57,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 39, 'Rural': 18}",2 months,10000,Hybrid,Corporate,UG,6.4,"Science, Engineering",2025-10-14
I1568,Microsoft India,IT,Nagpur,Bangalore,Mobility,"Cloud, Java",Hindi,Nagpur,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",3 months,15000,Online,Government,PhD,8.4,"Commerce, Management",2025-11-30
I1569,ICICI Bank,Finance,Surat,Vadodara,Healthcare,Public Policy,English,Surat,24,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 8}",6 months,5000,Online,Research,PG,7.8,"Arts, Management",2025-11-12
I1570,DRDO,Research,Chandigarh,Delhi,Waste Management,"AI, Web Dev, C++, Blockchain",Regional,Chandigarh,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",4 months,0,Offline,Research,PG,6.4,"Management, Commerce",2025-09-29
I1571,Microsoft India,IT,Noida,Delhi,Governance,Data Science,English,Noida,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",6 months,8000,Hybrid,Government,UG,6.2,"Science, Engineering",2025-09-24
I1572,Flipkart,E-Governance,Bangalore,Mysuru,E-Governance,"Public Policy, ML, IoT, Blockchain",Regional,Bangalore,29,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 20, 'Rural': 9}",6 months,5000,Offline,Corporate,UG,7.0,"Arts, Management",2025-10-27
I1573,NTPC,Energy,Indore,Bhopal,Energy,Marketing,Hindi,Indore,36,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 25, 'Rural': 11}",3 months,0,Hybrid,Government,PhD,6.1,"Arts, Management",2025-10-14
I1574,AIIMS,Healthcare,Surat,Vadodara,Healthcare,Public Policy,Regional,Surat,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",6 months,5000,Offline,Government,PhD,6.8,"Engineering, Science",2025-11-18
I1575,State Bank of India,Finance,Hyderabad,Warangal,Energy,"Cybersecurity, Python, Blockchain, Finance",Regional,Hyderabad,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",2 months,8000,Offline,NGO,UG,6.3,"Management, Commerce",2025-10-24
I1576,Wipro,IT,Patna,Gaya,Water Supply,C++,Hindi,Patna,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",6 months,0,Offline,Government,PhD,6.8,"Engineering, Science",2025-10-15
I1577,BYJU'S,Education,Delhi,Gurugram,Education,"Public Policy, Cybersecurity, App Dev",Regional,Delhi,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",4 months,5000,Online,NGO,PhD,7.3,"Science, Engineering",2025-10-25
I1578,Amazon India,IT,Kolkata,Durgapur,Waste Management,Finance,Regional,Kolkata,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",6 months,8000,Offline,Government,UG,7.7,"Arts, Management",2025-09-24
I1579,HAL,Manufacturing,Mumbai,Pune,Governance,IoT,Hindi,Mumbai,29,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 20, 'Rural': 9}",3 months,15000,Hybrid,Corporate,UG,6.4,"Commerce, Management",2025-11-17
I1580,HDFC Bank,Finance,Delhi,Gurugram,Water Supply,Marketing,Hindi,Delhi,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",3 months,15000,Online,Government,PhD,6.5,"Commerce, Management",2025-09-20
I1581,Apollo Hospitals,Healthcare,Jaipur,Delhi,Healthcare,"IoT, Blockchain, C++",English,Jaipur,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",3 months,5000,Hybrid,NGO,PG,7.8,"Management, Commerce",2025-10-01
I1582,HDFC Bank,Finance,Bangalore,Mysuru,Governance,Java,English,Bangalore,40,"{'GEN': 20, 'OBC': 10, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 12}",4 months,15000,Offline,Corporate,PG,8.1,"Engineering, Science",2025-11-27
I1583,ISRO,Research,Bangalore,Mysuru,Waste Management,"Public Policy, Web Dev, AI",Regional,Bangalore,52,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 36, 'Rural': 16}",4 months,0,Hybrid,Government,UG,8.2,"Management, Commerce",2025-10-10
